OrderKey,LineNumber,OrderDate,DeliveryDate,CustomerKey,StoreKey,ProductKey,Quantity,UnitPrice,NetPrice,UnitCost,CurrencyCode,ExchangeRate
2553014,0,2022-12-27,2022-12-27,848360,320,959,2,220,195.8,72.886,EUR,0.94127
2553014,1,2022-12-27,2022-12-27,848360,320,2052,4,125.991,117.17163,64.233,EUR,0.94127
2553015,0,2022-12-27,2022-12-29,239560,999999,1618,1,76.687,76.687,35.269,CAD,1.35392
2553015,1,2022-12-27,2022-12-29,239560,999999,1583,3,18.057,15.89016,8.307,CAD,1.35392
2553016,0,2022-12-27,2022-12-30,166359,999999,1523,4,418.6,368.368,192.5,AUD,1.48438
2553016,1,2022-12-27,2022-12-30,166359,999999,1697,1,4.851,4.851,2.475,AUD,1.48438
2553016,2,2022-12-27,2022-12-30,166359,999999,714,4,237,237,108.99,AUD,1.48438
2553016,3,2022-12-27,2022-12-30,166359,999999,545,7,688.5,633.42,228.12,AUD,1.48438
2553017,0,2022-12-27,2022-12-30,1346712,999999,637,3,343.5,302.28,175.125,USD,1.00000
2553017,1,2022-12-27,2022-12-30,1346712,999999,1430,10,418.6,368.368,192.5,USD,1.00000
2553017,2,2022-12-27,2022-12-30,1346712,999999,1706,2,7.992,7.75224,3.672,USD,1.00000
2553018,0,2022-12-27,2022-12-27,1983788,570,758,8,41.85,38.0835,19.245,USD,1.00000
2553018,1,2022-12-27,2022-12-27,1983788,570,1441,7,280,280,128.758,USD,1.00000
2553018,2,2022-12-27,2022-12-27,1983788,570,370,3,574.425,568.68075,292.86,USD,1.00000
2553019,0,2022-12-27,2022-12-30,1241270,999999,1285,3,27.489,27.489,14.014,USD,1.00000
2553019,1,2022-12-27,2022-12-30,1241270,999999,184,2,94.05,83.7045,43.2535,USD,1.00000
2553019,3,2022-12-27,2022-12-30,1241270,999999,1571,1,74.087,65.19656,34.073,USD,1.00000
2553020,0,2022-12-27,2022-12-30,1877294,999999,667,1,285,253.65,131.055,USD,1.00000
2553021,0,2022-12-27,2022-12-27,121041,10,2093,3,457.2,402.336,233.091,AUD,1.48438
2553021,1,2022-12-27,2022-12-27,121041,10,443,3,523.5,523.5,240.735,AUD,1.48438
2553022,0,2022-12-27,2022-12-27,1765851,560,169,4,113.05,113.05,51.984,USD,1.00000
2553022,1,2022-12-27,2022-12-27,1765851,560,429,8,899.85,791.868,413.805,USD,1.00000
2553022,2,2022-12-27,2022-12-27,1765851,560,1667,3,4.95,4.257,2.52,USD,1.00000
2553022,3,2022-12-27,2022-12-27,1765851,560,649,1,136.5,122.85,69.585,USD,1.00000
2553023,0,2022-12-27,2022-12-29,517682,999999,114,4,224.991,195.74217,74.547,EUR,0.94127
2553023,1,2022-12-27,2022-12-29,517682,999999,2186,6,134.1,116.667,68.364,EUR,0.94127
2553024,0,2022-12-27,2022-12-27,1798311,585,1532,1,392,392,180.264,USD,1.00000
2553024,1,2022-12-27,2022-12-27,1798311,585,126,1,136.23,136.23,69.4545,USD,1.00000
2553024,2,2022-12-27,2022-12-27,1798311,585,1538,5,392,392,180.264,USD,1.00000
2553025,0,2022-12-27,2022-12-29,1375645,999999,1891,1,899.1,899.1,458.388,USD,1.00000
2553025,1,2022-12-27,2022-12-29,1375645,999999,1448,4,358.4,358.4,164.822,USD,1.00000
2553026,0,2022-12-27,2022-12-27,1221756,540,1539,2,434,390.6,199.584,USD,1.00000
2553027,0,2022-12-27,2022-12-27,487175,190,1516,2,403.2,362.88,185.416,EUR,0.94127
2553027,1,2022-12-27,2022-12-27,487175,190,1445,3,375.2,375.2,172.536,EUR,0.94127
2553027,2,2022-12-27,2022-12-27,487175,190,583,5,376.5,342.615,124.74,EUR,0.94127
2553028,0,2022-12-27,2022-12-30,1801420,999999,441,7,344.85,296.571,175.815,USD,1.00000
2553028,1,2022-12-27,2022-12-30,1801420,999999,1546,1,422.8,422.8,140.084,USD,1.00000
2553028,2,2022-12-27,2022-12-30,1801420,999999,1597,4,75.244,65.46228,34.606,USD,1.00000
2553029,0,2022-12-27,2022-12-31,1235950,999999,1596,2,16.458,16.458,7.566,USD,1.00000
2553029,1,2022-12-27,2022-12-31,1235950,999999,1643,1,75.244,75.244,34.606,USD,1.00000
2553029,2,2022-12-27,2022-12-31,1235950,999999,445,4,838.5,771.42,385.59,USD,1.00000
2553030,0,2022-12-27,2022-12-27,1102121,400,2,4,11.691,10.40499,5.958,GBP,0.83145
2553031,0,2022-12-27,2022-12-27,1278352,590,2516,3,4.69,4.4086,2.394,USD,1.00000
2553031,1,2022-12-27,2022-12-27,1278352,590,1125,3,479.82,479.82,158.972,USD,1.00000
2553032,0,2022-12-27,2022-12-30,745308,999999,448,2,404.85,404.85,206.4,EUR,0.94127
2553032,1,2022-12-27,2022-12-30,745308,999999,1222,2,474.1,474.1,241.714,EUR,0.94127
2553033,0,2022-12-27,2022-12-30,1080981,999999,1095,1,393.8,393.8,181.093,GBP,0.83145
2553034,0,2022-12-27,2022-12-30,558297,999999,1494,1,291.2,291.2,133.91,EUR,0.94127
2553034,1,2022-12-27,2022-12-30,558297,999999,1650,4,376.987,331.74856,124.904,EUR,0.94127
2553035,0,2022-12-27,2022-12-29,1270940,999999,1662,6,6.291,6.291,3.204,USD,1.00000
2553036,0,2022-12-27,2023-01-01,57083,999999,1535,6,375.2,333.928,172.536,AUD,1.48438
2553036,1,2022-12-27,2023-01-01,57083,999999,701,2,253.5,220.545,116.58,AUD,1.48438
2553036,2,2022-12-27,2023-01-01,57083,999999,1632,7,23.387,20.81443,10.751,AUD,1.48438
2553036,3,2022-12-27,2023-01-01,57083,999999,1639,5,12.987,11.55843,6.617,AUD,1.48438
2553037,0,2022-12-27,2022-12-29,1617721,999999,1513,7,376.6,327.642,173.18,USD,1.00000
2553037,1,2022-12-27,2022-12-29,1617721,999999,78,1,36.495,36.495,16.785,USD,1.00000
2553038,0,2022-12-27,2022-12-27,1633206,590,1602,4,233.987,233.987,107.601,USD,1.00000
2553038,1,2022-12-27,2022-12-27,1633206,590,1576,1,16.887,15.70491,8.606,USD,1.00000
2553038,2,2022-12-27,2022-12-27,1633206,590,1644,7,75.244,75.244,34.606,USD,1.00000
2553038,3,2022-12-27,2022-12-27,1633206,590,1658,6,142.987,124.39869,72.904,USD,1.00000
2553038,4,2022-12-27,2022-12-27,1633206,590,82,1,36.495,32.48055,16.785,USD,1.00000
2553038,5,2022-12-27,2022-12-27,1633206,590,1676,1,8.091,8.091,3.717,USD,1.00000
2553039,0,2022-12-27,2023-01-02,2058673,999999,817,1,14.25,14.25,7.26,USD,1.00000
2553039,1,2022-12-27,2023-01-02,2058673,999999,2508,3,6.636,5.90604,3.388,USD,1.00000
2553040,0,2022-12-27,2022-12-27,2018088,660,544,2,748.5,666.165,381.6,USD,1.00000
2553041,0,2022-12-27,2022-12-27,1681422,590,465,1,388.5,345.765,178.665,USD,1.00000
2553041,1,2022-12-27,2022-12-27,1681422,590,2511,1,5.684,5.684,2.898,USD,1.00000
2553041,2,2022-12-27,2022-12-27,1681422,590,423,2,898.5,898.5,413.19,USD,1.00000
2553041,3,2022-12-27,2022-12-27,1681422,590,769,1,34.35,31.9455,17.52,USD,1.00000
2553041,4,2022-12-27,2022-12-27,1681422,590,1424,4,280,280,128.758,USD,1.00000
2553041,5,2022-12-27,2022-12-27,1681422,590,1357,2,54.586,52.94842,25.102,USD,1.00000
2553042,0,2022-12-27,2022-12-27,157765,50,437,1,749.85,742.3515,382.29,AUD,1.48438
2553042,1,2022-12-27,2022-12-27,157765,50,2496,7,13.986,13.986,7.126,AUD,1.48438
2553042,2,2022-12-27,2022-12-27,157765,50,1571,3,74.087,74.087,34.073,AUD,1.48438
2553042,3,2022-12-27,2022-12-27,157765,50,460,1,449.85,449.85,229.35,AUD,1.48438
2553043,0,2022-12-27,2022-12-27,88700,50,50,1,179.955,158.3604,82.755,AUD,1.48438
2553043,1,2022-12-27,2022-12-27,88700,50,72,7,43.155,37.9764,19.845,AUD,1.48438
2553044,0,2022-12-27,2022-12-30,1455630,999999,156,2,446.4715,392.89492,205.314,USD,1.00000
2553044,1,2022-12-27,2022-12-30,1455630,999999,658,3,313.5,313.5,103.875,USD,1.00000
2553044,2,2022-12-27,2022-12-30,1455630,999999,182,4,113.05,113.05,51.984,USD,1.00000
2553045,0,2022-12-27,2022-12-30,1683623,999999,590,1,1498.5,1498.5,689.1,USD,1.00000
2553045,1,2022-12-27,2022-12-30,1683623,999999,1478,2,420,415.8,193.144,USD,1.00000
2553046,0,2022-12-27,2022-12-27,578568,210,674,8,313.5,282.15,103.875,EUR,0.94127
2553047,0,2022-12-27,2022-12-27,1876190,590,1701,5,4.482,3.89934,2.286,USD,1.00000
2553047,1,2022-12-27,2022-12-27,1876190,590,422,6,1453.5,1308.15,481.575,USD,1.00000
2553048,0,2022-12-27,2022-12-29,1342817,999999,1462,2,375.2,333.928,172.536,USD,1.00000
2553048,1,2022-12-27,2022-12-29,1342817,999999,1650,1,376.987,327.97869,124.904,USD,1.00000
2553049,0,2022-12-27,2022-12-27,1751932,440,1522,2,532,532,176.26,USD,1.00000
2553050,0,2022-12-27,2022-12-27,269934,90,1642,4,75.244,67.7196,34.606,CAD,1.35392
2553050,1,2022-12-27,2022-12-27,269934,90,1643,5,75.244,64.70984,34.606,CAD,1.35392
2553050,2,2022-12-27,2022-12-27,269934,90,1396,7,32.186,28.64554,14.798,CAD,1.35392
2553051,0,2022-12-27,2022-12-27,513746,270,446,4,329.925,329.925,168.21,EUR,0.94127
2553051,1,2022-12-27,2022-12-27,513746,270,1642,2,75.244,72.23424,34.606,EUR,0.94127
2553051,2,2022-12-27,2022-12-27,513746,270,1425,4,740.6,740.6,245.378,EUR,0.94127
2553052,0,2022-12-27,2022-12-27,314668,80,888,3,75,70.5,38.235,CAD,1.35392
2554000,0,2022-12-28,2023-01-02,1965932,999999,1566,2,372.4,372.4,171.248,USD,1.00000
2554001,0,2022-12-28,2022-12-30,200165,999999,1510,7,180.6,180.6,92.078,CAD,1.34972
2554002,0,2022-12-28,2022-12-28,1460248,650,150,4,1125.7215,1125.7215,372.97,USD,1.00000
2554003,0,2022-12-28,2022-12-30,379107,999999,472,1,103.5,100.395,52.77,CAD,1.34972
2554003,1,2022-12-28,2022-12-30,379107,999999,1852,1,2387.61,2148.849,791.064,CAD,1.34972
2554004,0,2022-12-28,2022-12-28,731286,300,556,3,748.5,666.165,381.6,EUR,0.93985
2554005,0,2022-12-28,2022-12-28,446367,190,1730,2,69.912,69.912,32.148,EUR,0.93985
2554005,1,2022-12-28,2022-12-28,446367,190,2157,1,116.91,100.5426,59.607,EUR,0.93985
2554005,2,2022-12-28,2022-12-28,446367,190,1647,4,233.987,215.26804,107.601,EUR,0.93985
2554006,0,2022-12-28,2022-12-28,684280,160,432,6,749.85,674.865,382.29,EUR,0.93985
2554006,1,2022-12-28,2022-12-28,684280,160,724,8,244.5,212.715,112.44,EUR,0.93985
2554007,0,2022-12-28,2022-12-30,1408096,999999,1690,1,15.291,13.60899,5.067,USD,1.00000
2554007,1,2022-12-28,2022-12-30,1408096,999999,2514,5,181.986,163.7874,60.298,USD,1.00000
2554007,2,2022-12-28,2022-12-30,1408096,999999,1683,10,4.491,4.0419,2.286,USD,1.00000
2554007,3,2022-12-28,2022-12-30,1408096,999999,326,5,284.05,284.05,144.818,USD,1.00000
2554007,4,2022-12-28,2022-12-30,1408096,999999,1697,1,4.851,4.851,2.475,USD,1.00000
2554007,5,2022-12-28,2022-12-30,1408096,999999,1579,1,284.7,250.536,94.328,USD,1.00000
2554007,6,2022-12-28,2022-12-30,1408096,999999,1659,5,337.987,337.987,111.982,USD,1.00000
2554008,0,2022-12-28,2023-01-02,1149583,999999,1746,5,98.1,86.328,32.499,GBP,0.82761
2554008,1,2022-12-28,2023-01-02,1149583,999999,166,2,113.05,98.3535,51.984,GBP,0.82761
2554008,2,2022-12-28,2023-01-02,1149583,999999,1383,1,18.186,18.186,9.268,GBP,0.82761
2554009,0,2022-12-28,2022-12-30,1202637,999999,173,1,85.405,79.42665,43.5385,USD,1.00000
2554010,0,2022-12-28,2022-12-28,1353819,560,1585,6,29.757,26.18616,9.854,USD,1.00000
2554010,1,2022-12-28,2022-12-28,1353819,560,527,3,148.5,148.5,75.705,USD,1.00000
2554010,2,2022-12-28,2022-12-28,1353819,560,594,2,448.5,448.5,206.25,USD,1.00000
2554011,0,2022-12-28,2022-12-31,1764146,999999,594,3,448.5,390.195,206.25,USD,1.00000
2554011,1,2022-12-28,2022-12-31,1764146,999999,435,3,404.925,404.925,206.445,USD,1.00000
2554011,2,2022-12-28,2022-12-31,1764146,999999,1616,3,74.087,64.45569,34.073,USD,1.00000
2554011,3,2022-12-28,2022-12-31,1764146,999999,2115,2,789.75,710.775,363.177,USD,1.00000
2554012,0,2022-12-28,2022-12-29,299778,999999,1239,3,173.8,158.158,88.605,CAD,1.34972
2554012,1,2022-12-28,2022-12-29,299778,999999,138,5,474.9905,474.9905,218.4335,CAD,1.34972
2554013,0,2022-12-28,2023-01-02,1549952,999999,1044,2,689.7,689.7,228.514,USD,1.00000
2554013,1,2022-12-28,2023-01-02,1549952,999999,135,1,332.4525,332.4525,152.8835,USD,1.00000
2554013,2,2022-12-28,2023-01-02,1549952,999999,2379,2,359.991,323.9919,165.546,USD,1.00000
2554013,3,2022-12-28,2023-01-02,1549952,999999,1653,3,142.987,131.54804,72.904,USD,1.00000
2554014,0,2022-12-28,2023-01-02,313106,999999,381,1,1048.5,933.165,482.16,CAD,1.34972
2554015,0,2022-12-28,2022-12-28,1408283,570,2103,1,457.2,457.2,233.091,USD,1.00000
2554015,1,2022-12-28,2022-12-28,1408283,570,459,1,404.85,404.85,206.4,USD,1.00000
2554015,2,2022-12-28,2022-12-28,1408283,570,315,4,189.05,172.0355,96.387,USD,1.00000
2554016,0,2022-12-28,2023-01-02,1852374,999999,1750,6,98.1,84.366,32.499,USD,1.00000
2554016,1,2022-12-28,2023-01-02,1852374,999999,1653,1,142.987,128.6883,72.904,USD,1.00000
2554017,0,2022-12-28,2022-12-28,1223625,620,1412,1,404.6,404.6,186.06,USD,1.00000
2554018,0,2022-12-28,2022-12-28,1715221,440,1578,9,284.7,250.536,94.328,USD,1.00000
2554018,1,2022-12-28,2022-12-28,1715221,440,1734,1,25.2,25.2,12.852,USD,1.00000
2554018,2,2022-12-28,2022-12-28,1715221,440,184,8,94.05,94.05,43.2535,USD,1.00000
2554018,3,2022-12-28,2022-12-28,1715221,440,2096,4,789.75,789.75,363.177,USD,1.00000
2554019,0,2022-12-28,2022-12-28,2037477,430,1044,4,689.7,593.142,228.514,USD,1.00000
2554019,1,2022-12-28,2022-12-28,2037477,430,1415,3,420,394.8,193.144,USD,1.00000
2554020,0,2022-12-28,2022-12-30,1923233,999999,1731,2,65.205,59.33655,29.988,USD,1.00000
2554021,0,2022-12-28,2022-12-28,629875,120,1566,4,372.4,372.4,171.248,EUR,0.93985
2554021,1,2022-12-28,2022-12-28,629875,120,1638,2,18.057,15.89016,8.307,EUR,0.93985
2554021,2,2022-12-28,2022-12-28,629875,120,1444,3,322,296.24,148.078,EUR,0.93985
2554022,0,2022-12-28,2022-12-28,900317,420,425,7,553.5,553.5,282.195,GBP,0.82761
2554022,1,2022-12-28,2022-12-28,900317,420,1683,3,4.491,4.08681,2.286,GBP,0.82761
2554022,2,2022-12-28,2022-12-28,900317,420,1648,1,142.987,142.987,72.904,GBP,0.82761
2554022,3,2022-12-28,2022-12-28,900317,420,371,2,898.5,898.5,413.19,GBP,0.82761
2554023,0,2022-12-28,2022-12-30,448955,999999,2225,1,206.991,188.36181,95.184,EUR,0.93985
2554023,1,2022-12-28,2022-12-30,448955,999999,687,2,313.5,279.015,103.875,EUR,0.93985
2554023,2,2022-12-28,2022-12-30,448955,999999,1334,4,50.386,50.386,23.17,EUR,0.93985
2554024,0,2022-12-28,2022-12-31,427783,999999,1393,1,65.786,65.786,21.798,EUR,0.93985
2554025,0,2022-12-28,2023-01-01,2032965,999999,1414,4,358.4,322.56,164.822,USD,1.00000
2554025,1,2022-12-28,2023-01-01,2032965,999999,1599,1,75.244,75.244,34.606,USD,1.00000
2554026,0,2022-12-28,2022-12-28,794005,290,506,7,1018.5,1018.5,337.455,EUR,0.93985
2554026,1,2022-12-28,2022-12-28,794005,290,1621,2,16.887,16.887,8.606,EUR,0.93985
2554027,0,2022-12-28,2022-12-28,403091,240,1450,3,431.2,383.768,198.296,EUR,0.93985
2554027,1,2022-12-28,2022-12-28,403091,240,1473,3,376.6,331.408,173.18,EUR,0.93985
2554028,0,2022-12-28,2022-12-31,1671169,999999,1615,1,376.987,373.21713,124.904,USD,1.00000
2554028,1,2022-12-28,2022-12-31,1671169,999999,1509,1,434,434,199.584,USD,1.00000
2554028,2,2022-12-28,2022-12-31,1671169,999999,157,7,1044.9905,919.59164,480.5575,USD,1.00000
2554029,0,2022-12-28,2023-01-04,646636,999999,1521,1,434,434,199.584,EUR,0.93985
2554029,1,2022-12-28,2023-01-04,646636,999999,274,2,379.05,329.7735,174.3155,EUR,0.93985
2554029,2,2022-12-28,2023-01-04,646636,999999,2512,1,181.986,181.986,60.298,EUR,0.93985
2554029,3,2022-12-28,2023-01-04,646636,999999,1574,3,77.987,67.06882,35.867,EUR,0.93985
2554030,0,2022-12-28,2022-12-31,1222627,999999,1444,2,322,286.58,148.078,USD,1.00000
2554031,0,2022-12-28,2022-12-29,1795136,999999,1995,3,599.346,599.346,198.576,USD,1.00000
2554032,0,2022-12-28,2022-12-28,1355283,510,576,7,3748.5,3298.68,1241.955,USD,1.00000
2554032,1,2022-12-28,2022-12-28,1355283,510,183,3,103.55,97.337,47.6235,USD,1.00000
2554032,2,2022-12-28,2022-12-28,1355283,510,432,1,749.85,659.868,382.29,USD,1.00000
2554032,3,2022-12-28,2022-12-28,1355283,510,525,2,148.5,148.5,75.705,USD,1.00000
2554033,0,2022-12-28,2022-12-30,1249082,999999,1600,3,75.244,65.46228,34.606,USD,1.00000
2554033,1,2022-12-28,2022-12-30,1249082,999999,1468,3,264.6,232.848,121.674,USD,1.00000
2554034,0,2022-12-28,2022-12-28,1824325,540,402,1,1948.5,1948.5,645.57,USD,1.00000
2554034,1,2022-12-28,2022-12-28,1824325,540,85,2,89.991,79.19208,41.382,USD,1.00000
2554035,0,2022-12-28,2022-12-28,1671907,490,1912,1,269.991,269.991,137.646,USD,1.00000
2554035,1,2022-12-28,2022-12-28,1671907,490,477,1,928.5,928.5,307.635,USD,1.00000
2554035,2,2022-12-28,2022-12-28,1671907,490,1660,1,376.987,327.97869,124.904,USD,1.00000
2554035,3,2022-12-28,2022-12-28,1671907,490,51,2,179.955,160.15995,82.755,USD,1.00000
2554036,0,2022-12-28,2022-12-31,953465,999999,1691,2,4.851,4.3659,2.475,GBP,0.82761
2554037,0,2022-12-28,2022-12-28,731105,300,918,5,268.5,230.91,88.965,EUR,0.93985
2554037,1,2022-12-28,2022-12-28,731105,300,1461,6,431.2,383.768,198.296,EUR,0.93985
2554037,2,2022-12-28,2022-12-28,731105,300,1819,2,28.8,28.8,14.679,EUR,0.93985
2554038,0,2022-12-28,2022-12-28,2021271,430,1574,3,77.987,77.987,35.867,USD,1.00000
2554038,1,2022-12-28,2022-12-28,2021271,430,146,5,2754.9905,2451.941545,912.779,USD,1.00000
2554039,0,2022-12-28,2022-12-28,865583,340,2493,7,34.986,34.986,17.836,EUR,0.93985
2554039,1,2022-12-28,2022-12-28,865583,340,620,8,285,265.05,131.055,EUR,0.93985
2554040,0,2022-12-28,2022-12-28,1754369,480,1730,6,69.912,69.912,32.148,USD,1.00000
2554040,1,2022-12-28,2022-12-28,1754369,480,1499,1,434,434,199.584,USD,1.00000
2554040,2,2022-12-28,2022-12-28,1754369,480,129,1,190,190,96.8715,USD,1.00000
2554040,3,2022-12-28,2022-12-28,1754369,480,459,2,404.85,404.85,206.4,USD,1.00000
2554041,0,2022-12-28,2022-12-28,436083,220,1591,8,16.458,16.458,7.566,EUR,0.93985
2554041,1,2022-12-28,2022-12-28,436083,220,1530,2,372.4,331.436,171.248,EUR,0.93985
2554041,2,2022-12-28,2022-12-28,436083,220,1194,1,696.3,689.337,320.199,EUR,0.93985
2554042,0,2022-12-28,2022-12-31,1252061,999999,1091,4,393.8,393.8,181.093,USD,1.00000
2554043,0,2022-12-28,2022-12-28,447568,240,755,2,38.25,34.0425,19.5,EUR,0.93985
2554043,1,2022-12-28,2022-12-28,447568,240,607,7,376.5,376.5,124.74,EUR,0.93985
2554044,0,2022-12-28,2022-12-28,1713295,570,430,7,404.925,352.28475,206.445,USD,1.00000
2554044,1,2022-12-28,2022-12-28,1713295,570,507,3,388.5,341.88,178.665,USD,1.00000
2554045,0,2022-12-28,2022-12-28,1334955,560,233,3,664.05,597.645,305.368,USD,1.00000
2554046,0,2022-12-28,2022-12-28,1727451,660,2501,3,33.208,33.208,16.926,USD,1.00000
2554047,0,2022-12-28,2023-01-01,238573,999999,1327,5,65.786,58.54954,21.798,CAD,1.34972
2554047,1,2022-12-28,2023-01-01,238573,999999,1373,3,19.866,19.07136,10.122,CAD,1.34972
2554047,2,2022-12-28,2023-01-01,238573,999999,875,6,194.925,173.48325,64.59,CAD,1.34972
2554048,0,2022-12-28,2023-01-02,1222571,999999,449,2,523.5,523.5,240.735,USD,1.00000
2554048,1,2022-12-28,2023-01-02,1222571,999999,1324,7,54.586,50.21912,25.102,USD,1.00000
2554048,2,2022-12-28,2023-01-02,1222571,999999,1592,3,23.387,23.387,10.751,USD,1.00000
2554049,0,2022-12-28,2022-12-28,338913,80,419,2,553.5,498.15,282.195,CAD,1.34972
2554049,1,2022-12-28,2022-12-28,338913,80,191,6,62.7,53.922,31.9675,CAD,1.34972
2554050,0,2022-12-28,2022-12-28,485194,190,1644,4,75.244,75.244,34.606,EUR,0.93985
2554051,0,2022-12-28,2022-12-28,1320834,560,1446,3,404.6,404.6,186.06,USD,1.00000
2554051,1,2022-12-28,2022-12-28,1320834,560,30,1,229.5,206.55,76.041,USD,1.00000
2554052,0,2022-12-28,2022-12-28,305050,80,624,6,1048.5,1048.5,482.16,CAD,1.34972
2554053,0,2022-12-28,2022-12-28,444837,270,1627,1,23.387,21.51604,10.751,EUR,0.93985
2554053,1,2022-12-28,2022-12-28,444837,270,2110,2,1327.5,1154.925,439.83,EUR,0.93985
2554053,2,2022-12-28,2022-12-28,444837,270,1625,1,284.7,261.924,94.328,EUR,0.93985
2554053,3,2022-12-28,2022-12-28,444837,270,1632,3,23.387,20.58056,10.751,EUR,0.93985
2554054,0,2022-12-28,2022-12-28,927959,420,124,2,265.9905,236.731545,122.322,GBP,0.82761
2554054,1,2022-12-28,2022-12-28,927959,420,1642,2,75.244,67.7196,34.606,GBP,0.82761
2554055,0,2022-12-28,2022-12-28,493863,270,149,1,1125.7215,1125.7215,372.97,EUR,0.93985
2554056,0,2022-12-28,2022-12-28,1987422,620,2131,2,146.7,137.898,74.79,USD,1.00000
2554056,1,2022-12-28,2022-12-28,1987422,620,765,2,44.925,40.4325,22.905,USD,1.00000
2554056,2,2022-12-28,2022-12-28,1987422,620,65,1,162.9,143.352,74.916,USD,1.00000
2554056,3,2022-12-28,2022-12-28,1987422,620,2497,3,13.986,13.986,7.126,USD,1.00000
2554057,0,2022-12-28,2022-12-28,1873890,550,439,2,838.5,838.5,385.59,USD,1.00000
2554057,1,2022-12-28,2022-12-28,1873890,550,1474,1,291.2,291.2,133.91,USD,1.00000
2554057,2,2022-12-28,2022-12-28,1873890,550,646,3,328.5,285.795,108.84,USD,1.00000
2554058,0,2022-12-28,2023-01-03,1585886,999999,1424,4,280,249.2,128.758,USD,1.00000
2554058,1,2022-12-28,2023-01-03,1585886,999999,314,3,293.55,261.2595,149.663,USD,1.00000
2554058,2,2022-12-28,2023-01-03,1585886,999999,800,2,44.925,44.925,22.905,USD,1.00000
2554058,3,2022-12-28,2023-01-03,1585886,999999,1538,2,392,364.56,180.264,USD,1.00000
2554059,0,2022-12-28,2023-01-03,1311251,999999,436,5,553.5,553.5,282.195,USD,1.00000
2554059,1,2022-12-28,2023-01-03,1311251,999999,1700,3,7.992,6.87312,3.672,USD,1.00000
2554059,2,2022-12-28,2023-01-03,1311251,999999,561,7,208.5,185.565,106.305,USD,1.00000
2554060,0,2022-12-28,2022-12-28,1691296,540,439,1,838.5,838.5,385.59,USD,1.00000
2554061,0,2022-12-28,2022-12-30,1818353,999999,1394,2,69.986,69.986,23.184,USD,1.00000
2554061,1,2022-12-28,2022-12-30,1818353,999999,443,8,523.5,481.62,240.735,USD,1.00000
2554062,0,2022-12-28,2022-12-31,1471049,999999,1559,8,418.6,364.182,192.5,USD,1.00000
2554062,1,2022-12-28,2022-12-31,1471049,999999,1338,6,46.186,41.5674,21.238,USD,1.00000
2554063,0,2022-12-28,2022-12-30,971908,999999,1603,10,142.987,127.25843,72.904,GBP,0.82761
2554063,1,2022-12-28,2022-12-30,971908,999999,1691,8,4.851,4.51143,2.475,GBP,0.82761
2554064,0,2022-12-28,2023-01-01,1318179,999999,1465,3,278.6,278.6,128.114,USD,1.00000
2554064,1,2022-12-28,2023-01-01,1318179,999999,190,1,54.055,54.055,27.5595,USD,1.00000
2554064,2,2022-12-28,2023-01-01,1318179,999999,1518,1,420,369.6,193.144,USD,1.00000
2554064,3,2022-12-28,2023-01-01,1318179,999999,1605,1,376.987,376.987,124.904,USD,1.00000
2554065,0,2022-12-28,2022-12-28,656757,120,2409,7,179.991,179.991,91.764,EUR,0.93985
2554065,1,2022-12-28,2022-12-28,656757,120,1736,2,25.2,22.932,12.852,EUR,0.93985
2554065,2,2022-12-28,2022-12-28,656757,120,1322,1,46.186,42.95298,21.238,EUR,0.93985
2554066,0,2022-12-28,2022-12-30,766538,999999,1440,2,264.6,264.6,121.674,EUR,0.93985
2554066,1,2022-12-28,2022-12-30,766538,999999,1652,8,233.987,233.987,107.601,EUR,0.93985
2554067,0,2022-12-28,2022-12-28,474016,210,1630,1,29.757,26.48373,9.854,EUR,0.93985
2554067,1,2022-12-28,2022-12-28,474016,210,895,2,62.595,54.45765,31.92,EUR,0.93985
2554068,0,2022-12-28,2023-01-02,1007345,999999,1596,7,16.458,15.47052,7.566,GBP,0.82761
2554068,1,2022-12-28,2023-01-02,1007345,999999,1135,5,360.8,321.112,165.924,GBP,0.82761
2554069,0,2022-12-28,2023-01-02,105142,999999,742,1,153,153,78,AUD,1.47180
2554070,0,2022-12-28,2022-12-29,1258033,999999,132,2,190,190,96.8715,USD,1.00000
2554070,1,2022-12-28,2022-12-29,1258033,999999,507,6,388.5,361.305,178.665,USD,1.00000
2554071,0,2022-12-28,2023-01-01,662132,999999,1609,4,337.987,324.46752,111.982,EUR,0.93985
2554071,1,2022-12-28,2023-01-01,662132,999999,1430,3,418.6,418.6,192.5,EUR,0.93985
2554072,0,2022-12-28,2022-12-29,1912556,999999,1523,2,418.6,418.6,192.5,USD,1.00000
2554072,1,2022-12-28,2022-12-29,1912556,999999,2507,1,6.636,6.10512,3.388,USD,1.00000
2554072,2,2022-12-28,2022-12-29,1912556,999999,979,2,309.1,309.1,157.586,USD,1.00000
2555000,0,2022-12-29,2022-12-29,502751,230,1700,6,7.992,7.51248,3.672,EUR,0.93906
2555001,0,2022-12-29,2023-01-02,1430157,999999,1421,6,406,406,186.704,USD,1.00000
2555002,0,2022-12-29,2022-12-29,1722386,620,318,8,949.05,949.05,314.4405,USD,1.00000
2555002,1,2022-12-29,2022-12-29,1722386,620,2499,2,33.208,31.87968,16.926,USD,1.00000
2555002,2,2022-12-29,2022-12-29,1722386,620,136,2,332.4525,302.531775,152.8835,USD,1.00000
2555003,0,2022-12-29,2022-12-31,1559308,999999,1044,5,689.7,689.7,228.514,USD,1.00000
