OrderKey,CustomerKey,StoreKey,OrderDate,DeliveryDate,CurrencyCode
2443006,1928279,999999,2022-09-08,2022-09-10,USD
2443007,1691296,999999,2022-09-08,2022-09-12,USD
2443008,1815231,560,2022-09-08,2022-09-08,USD
2443009,2049587,999999,2022-09-08,2022-09-12,USD
2443010,1989118,610,2022-09-08,2022-09-08,USD
2443011,1236269,540,2022-09-08,2022-09-08,USD
2443012,1800516,999999,2022-09-08,2022-09-11,USD
2443013,1999708,999999,2022-09-08,2022-09-10,USD
2443014,1964027,660,2022-09-08,2022-09-08,USD
2443015,467542,999999,2022-09-08,2022-09-09,EUR
2443016,1400767,550,2022-09-08,2022-09-08,USD
2443017,1375792,570,2022-09-08,2022-09-08,USD
2443018,1420340,999999,2022-09-08,2022-09-11,USD
2443019,1273046,670,2022-09-08,2022-09-08,USD
2443020,682405,150,2022-09-08,2022-09-08,EUR
2443021,950073,360,2022-09-08,2022-09-08,GBP
2443022,1857033,470,2022-09-08,2022-09-08,USD
2443023,2028891,450,2022-09-08,2022-09-08,USD
2443024,280962,999999,2022-09-08,2022-09-11,CAD
2443025,573354,999999,2022-09-08,2022-09-12,EUR
2443026,1547119,999999,2022-09-08,2022-09-10,USD
2443027,896443,999999,2022-09-08,2022-09-12,EUR
2443028,324316,90,2022-09-08,2022-09-08,CAD
2443029,1964310,450,2022-09-08,2022-09-08,USD
2443030,966100,999999,2022-09-08,2022-09-12,GBP
2443031,1420956,999999,2022-09-08,2022-09-11,USD
2443032,109065,999999,2022-09-08,2022-09-11,AUD
2443033,122976,35,2022-09-08,2022-09-08,AUD
2443034,1000941,400,2022-09-08,2022-09-08,GBP
2443035,2072057,440,2022-09-08,2022-09-08,USD
2443036,1652825,999999,2022-09-08,2022-09-13,USD
2443037,1654294,999999,2022-09-08,2022-09-13,USD
2443038,1696606,510,2022-09-08,2022-09-08,USD
2443039,1718216,999999,2022-09-08,2022-09-09,USD
2443040,679091,999999,2022-09-08,2022-09-12,EUR
2443041,2083691,540,2022-09-08,2022-09-08,USD
2444000,1585465,540,2022-09-09,2022-09-09,USD
2444001,1691809,620,2022-09-09,2022-09-09,USD
2444002,219309,999999,2022-09-09,2022-09-12,CAD
2444003,1852105,430,2022-09-09,2022-09-09,USD
2444004,724937,300,2022-09-09,2022-09-09,EUR
2444005,1238185,500,2022-09-09,2022-09-09,USD
2444006,1504435,430,2022-09-09,2022-09-09,USD
2444007,416611,260,2022-09-09,2022-09-09,EUR
2444008,1690635,480,2022-09-09,2022-09-09,USD
2444009,856113,999999,2022-09-09,2022-09-12,EUR
2444010,794213,290,2022-09-09,2022-09-09,EUR
2444011,1999596,999999,2022-09-09,2022-09-10,USD
2444012,1065346,999999,2022-09-09,2022-09-12,GBP
2444013,23758,50,2022-09-09,2022-09-09,AUD
2444014,803768,330,2022-09-09,2022-09-09,EUR
2444015,1176316,999999,2022-09-09,2022-09-13,GBP
2444016,118297,40,2022-09-09,2022-09-09,AUD
2444017,1443783,510,2022-09-09,2022-09-09,USD
2444018,421949,255,2022-09-09,2022-09-09,EUR
2444019,1880430,999999,2022-09-09,2022-09-13,USD
2444020,148049,10,2022-09-09,2022-09-09,AUD
2444021,33159,35,2022-09-09,2022-09-09,AUD
2444022,1532578,999999,2022-09-09,2022-09-13,USD
2444023,1561837,540,2022-09-09,2022-09-09,USD
2444024,506196,260,2022-09-09,2022-09-09,EUR
2444025,1865768,999999,2022-09-09,2022-09-14,USD
2444026,812439,320,2022-09-09,2022-09-09,EUR
2444027,872749,999999,2022-09-09,2022-09-11,EUR
2445000,1069090,999999,2022-09-10,2022-09-11,GBP
2445001,368603,999999,2022-09-10,2022-09-12,CAD
2445002,1715258,560,2022-09-10,2022-09-10,USD
2445003,1104412,380,2022-09-10,2022-09-10,GBP
2445004,1806194,660,2022-09-10,2022-09-10,USD
2445005,1817476,570,2022-09-10,2022-09-10,USD
2445006,1139031,999999,2022-09-10,2022-09-14,GBP
2445007,388676,74,2022-09-10,2022-09-10,CAD
2445008,1073042,370,2022-09-10,2022-09-10,GBP
2445009,1566113,999999,2022-09-10,2022-09-15,USD
2445010,1140789,400,2022-09-10,2022-09-10,GBP
2445011,1774226,660,2022-09-10,2022-09-10,USD
2445012,444264,270,2022-09-10,2022-09-10,EUR
2445013,1175652,400,2022-09-10,2022-09-10,GBP
2445014,1601800,480,2022-09-10,2022-09-10,USD
2445015,1611681,450,2022-09-10,2022-09-10,USD
2445016,1811082,650,2022-09-10,2022-09-10,USD
2445017,1710735,560,2022-09-10,2022-09-10,USD
2445018,592813,999999,2022-09-10,2022-09-12,EUR
2445019,1960207,470,2022-09-10,2022-09-10,USD
2445020,248656,999999,2022-09-10,2022-09-15,CAD
2445021,1057326,380,2022-09-10,2022-09-10,GBP
2445022,1323098,999999,2022-09-10,2022-09-13,USD
2445023,224025,80,2022-09-10,2022-09-10,CAD
2445024,1847720,490,2022-09-10,2022-09-10,USD
2445025,2077239,570,2022-09-10,2022-09-10,USD
2445026,575410,999999,2022-09-10,2022-09-13,EUR
2445027,686958,999999,2022-09-10,2022-09-14,EUR
2445028,1053376,400,2022-09-10,2022-09-10,GBP
2445029,1968158,605,2022-09-10,2022-09-10,USD
2445030,1614128,550,2022-09-10,2022-09-10,USD
2445031,774655,300,2022-09-10,2022-09-10,EUR
2445032,1221172,999999,2022-09-10,2022-09-11,USD
2445033,201096,100,2022-09-10,2022-09-10,CAD
2445034,1366185,605,2022-09-10,2022-09-10,USD
2445035,1981105,470,2022-09-10,2022-09-10,USD
2445036,1978077,999999,2022-09-10,2022-09-13,USD
2445037,1067271,999999,2022-09-10,2022-09-14,GBP
2445038,2034966,999999,2022-09-10,2022-09-14,USD
2445039,336982,999999,2022-09-10,2022-09-12,CAD
2445040,2024886,480,2022-09-10,2022-09-10,USD
2445041,626202,180,2022-09-10,2022-09-10,EUR
2445042,1900940,540,2022-09-10,2022-09-10,USD
2445043,1613736,490,2022-09-10,2022-09-10,USD
2445044,1690072,500,2022-09-10,2022-09-10,USD
2445045,433955,255,2022-09-10,2022-09-10,EUR
2445046,430817,210,2022-09-10,2022-09-10,EUR
2445047,1479403,440,2022-09-10,2022-09-10,USD
2445048,1746325,999999,2022-09-10,2022-09-14,USD
2445049,1666497,510,2022-09-10,2022-09-10,USD
2445050,1940376,620,2022-09-10,2022-09-10,USD
2446000,184844,60,2022-09-11,2022-09-11,AUD
2446001,1515824,999999,2022-09-11,2022-09-13,USD
2446002,926862,390,2022-09-11,2022-09-11,GBP
2446003,205253,999999,2022-09-11,2022-09-15,CAD
2447000,1273965,610,2022-09-12,2022-09-12,USD
2447001,1503885,999999,2022-09-12,2022-09-15,USD
2447002,1490374,999999,2022-09-12,2022-09-15,USD
2447003,1052116,420,2022-09-12,2022-09-12,GBP
2447004,521876,220,2022-09-12,2022-09-12,EUR
2447005,835635,999999,2022-09-12,2022-09-15,EUR
2447006,1190877,390,2022-09-12,2022-09-12,GBP
2447007,1913256,570,2022-09-12,2022-09-12,USD
2447008,1933643,999999,2022-09-12,2022-09-15,USD
2447009,1765443,500,2022-09-12,2022-09-12,USD
2447010,1934621,530,2022-09-12,2022-09-12,USD
2447011,1347684,650,2022-09-12,2022-09-12,USD
2447012,257665,74,2022-09-12,2022-09-12,CAD
2447013,1493398,470,2022-09-12,2022-09-12,USD
2447014,1982596,590,2022-09-12,2022-09-12,USD
2447015,985917,999999,2022-09-12,2022-09-16,GBP
2447016,1188720,999999,2022-09-12,2022-09-15,GBP
2447017,153115,999999,2022-09-12,2022-09-15,AUD
2447018,860484,999999,2022-09-12,2022-09-16,EUR
2447019,695463,999999,2022-09-12,2022-09-15,EUR
2447020,1205522,605,2022-09-12,2022-09-12,USD
2447021,611301,130,2022-09-12,2022-09-12,EUR
2447022,1434512,999999,2022-09-12,2022-09-14,USD
2448000,810590,999999,2022-09-13,2022-09-17,EUR
2448001,145341,60,2022-09-13,2022-09-13,AUD
2448002,2081782,530,2022-09-13,2022-09-13,USD
2448003,1426533,540,2022-09-13,2022-09-13,USD
2448004,519532,999999,2022-09-13,2022-09-15,EUR
2448005,2009287,999999,2022-09-13,2022-09-19,USD
2448006,1940301,999999,2022-09-13,2022-09-19,USD
2448007,887816,340,2022-09-13,2022-09-13,EUR
2448008,244696,999999,2022-09-13,2022-09-17,CAD
2448009,2029285,999999,2022-09-13,2022-09-14,USD
2448010,1265556,500,2022-09-13,2022-09-13,USD
2448011,1271679,540,2022-09-13,2022-09-13,USD
2448012,1850285,500,2022-09-13,2022-09-13,USD
2448013,514415,999999,2022-09-13,2022-09-15,EUR
2448014,901627,420,2022-09-13,2022-09-13,GBP
2448015,949429,420,2022-09-13,2022-09-13,GBP
2448016,595349,260,2022-09-13,2022-09-13,EUR
2448017,1228504,999999,2022-09-13,2022-09-15,USD
2448018,1750585,999999,2022-09-13,2022-09-20,USD
2448019,1861735,585,2022-09-13,2022-09-13,USD
2448020,1805049,999999,2022-09-13,2022-09-19,USD
2448021,1847996,999999,2022-09-13,2022-09-15,USD
2448022,672586,999999,2022-09-13,2022-09-16,EUR
2448023,353197,90,2022-09-13,2022-09-13,CAD
2448024,1514336,605,2022-09-13,2022-09-13,USD
2448025,367356,999999,2022-09-13,2022-09-16,CAD
2448026,396032,999999,2022-09-13,2022-09-19,CAD
2448027,1971585,999999,2022-09-13,2022-09-17,USD
2449000,260920,90,2022-09-14,2022-09-14,CAD
2449001,2009947,999999,2022-09-14,2022-09-17,USD
2449002,585577,230,2022-09-14,2022-09-14,EUR
2449003,2081572,999999,2022-09-14,2022-09-17,USD
2449004,2091590,430,2022-09-14,2022-09-14,USD
2449005,1355788,605,2022-09-14,2022-09-14,USD
2449006,659210,130,2022-09-14,2022-09-14,EUR
2449007,470646,260,2022-09-14,2022-09-14,EUR
2449008,2046190,530,2022-09-14,2022-09-14,USD
2449009,1762491,999999,2022-09-14,2022-09-17,USD
2449010,239748,74,2022-09-14,2022-09-14,CAD
2449011,56219,999999,2022-09-14,2022-09-15,AUD
2449012,1997451,999999,2022-09-14,2022-09-17,USD
2449013,127963,50,2022-09-14,2022-09-14,AUD
2449014,254130,74,2022-09-14,2022-09-14,CAD
2449015,1825466,530,2022-09-14,2022-09-14,USD
2449016,535129,210,2022-09-14,2022-09-14,EUR
2449017,210839,90,2022-09-14,2022-09-14,CAD
2449018,1565876,540,2022-09-14,2022-09-14,USD
2449019,1485176,999999,2022-09-14,2022-09-17,USD
2449020,1966486,550,2022-09-14,2022-09-14,USD
2449021,1530553,510,2022-09-14,2022-09-14,USD
2449022,505230,999999,2022-09-14,2022-09-18,EUR
2449023,876480,999999,2022-09-14,2022-09-19,EUR
2449024,1025253,999999,2022-09-14,2022-09-17,GBP
2449025,650904,170,2022-09-14,2022-09-14,EUR
2449026,1231843,530,2022-09-14,2022-09-14,USD
2449027,167443,999999,2022-09-14,2022-09-17,AUD
2449028,242555,999999,2022-09-14,2022-09-16,CAD
2449029,1987821,500,2022-09-14,2022-09-14,USD
2449030,146571,999999,2022-09-14,2022-09-17,AUD
2449031,1595971,530,2022-09-14,2022-09-14,USD
2449032,1834989,480,2022-09-14,2022-09-14,USD
2449033,482165,270,2022-09-14,2022-09-14,EUR
2449034,1625892,999999,2022-09-14,2022-09-17,USD
2449035,1708768,610,2022-09-14,2022-09-14,USD
2449036,1431508,610,2022-09-14,2022-09-14,USD
2449037,1353168,450,2022-09-14,2022-09-14,USD
2450000,1391373,999999,2022-09-15,2022-09-17,USD
2450001,1914809,670,2022-09-15,2022-09-15,USD
2450002,1494600,650,2022-09-15,2022-09-15,USD
2450003,1250788,999999,2022-09-15,2022-09-18,USD
2450004,965823,390,2022-09-15,2022-09-15,GBP
2450005,1321496,450,2022-09-15,2022-09-15,USD
2450006,1705573,999999,2022-09-15,2022-09-16,USD
2450007,590031,255,2022-09-15,2022-09-15,EUR
2450008,754634,290,2022-09-15,2022-09-15,EUR
2450009,1072999,390,2022-09-15,2022-09-15,GBP
2450010,304770,999999,2022-09-15,2022-09-19,CAD
2450011,1549514,550,2022-09-15,2022-09-15,USD
2450012,1363329,650,2022-09-15,2022-09-15,USD
2450013,421575,220,2022-09-15,2022-09-15,EUR
2450014,632650,180,2022-09-15,2022-09-15,EUR
2450015,964998,360,2022-09-15,2022-09-15,GBP
2450016,1932070,610,2022-09-15,2022-09-15,USD
2450017,303757,100,2022-09-15,2022-09-15,CAD
2450018,295901,80,2022-09-15,2022-09-15,CAD
2450019,169463,40,2022-09-15,2022-09-15,AUD
2450020,1357541,999999,2022-09-15,2022-09-20,USD
2450021,283936,999999,2022-09-15,2022-09-17,CAD
2450022,527253,999999,2022-09-15,2022-09-18,EUR
2450023,225065,999999,2022-09-15,2022-09-20,CAD
2450024,1226115,999999,2022-09-15,2022-09-20,USD
2450025,1504294,490,2022-09-15,2022-09-15,USD
2450026,753080,999999,2022-09-15,2022-09-19,EUR
2450027,1578640,999999,2022-09-15,2022-09-18,USD
2450028,134225,50,2022-09-15,2022-09-15,AUD
2450029,180966,50,2022-09-15,2022-09-15,AUD
2450030,1797026,999999,2022-09-15,2022-09-17,USD
2450031,1987392,999999,2022-09-15,2022-09-21,USD
2450032,1878301,999999,2022-09-15,2022-09-18,USD
2450033,228444,100,2022-09-15,2022-09-15,CAD
2450034,371632,90,2022-09-15,2022-09-15,CAD
2450035,1389992,620,2022-09-15,2022-09-15,USD
2450036,350922,999999,2022-09-15,2022-09-20,CAD
2450037,511774,999999,2022-09-15,2022-09-18,EUR
2450038,2096673,585,2022-09-15,2022-09-15,USD
2450039,1793077,590,2022-09-15,2022-09-15,USD
2450040,1479781,650,2022-09-15,2022-09-15,USD
2451000,1547599,490,2022-09-16,2022-09-16,USD
2451001,170423,10,2022-09-16,2022-09-16,AUD
2451002,1861654,999999,2022-09-16,2022-09-19,USD
2451003,327430,80,2022-09-16,2022-09-16,CAD
2451004,1902315,500,2022-09-16,2022-09-16,USD
2451005,1359396,605,2022-09-16,2022-09-16,USD
2451006,316317,999999,2022-09-16,2022-09-20,CAD
2451007,1362014,620,2022-09-16,2022-09-16,USD
2451008,1675168,650,2022-09-16,2022-09-16,USD
2451009,458283,999999,2022-09-16,2022-09-19,EUR
2451010,1533376,999999,2022-09-16,2022-09-20,USD
2451011,1736343,999999,2022-09-16,2022-09-21,USD
2451012,180966,40,2022-09-16,2022-09-16,AUD
2451013,1546728,999999,2022-09-16,2022-09-18,USD
2451014,2087126,585,2022-09-16,2022-09-16,USD
2451015,186212,60,2022-09-16,2022-09-16,AUD
2451016,899917,310,2022-09-16,2022-09-16,EUR
2451017,487492,255,2022-09-16,2022-09-16,EUR
2451018,219517,100,2022-09-16,2022-09-16,CAD
2451019,1715321,999999,2022-09-16,2022-09-19,USD
2451020,1204700,999999,2022-09-16,2022-09-18,USD
2451021,129040,50,2022-09-16,2022-09-16,AUD
2451022,798247,300,2022-09-16,2022-09-16,EUR
2451023,527693,999999,2022-09-16,2022-09-17,EUR
2451024,1974059,999999,2022-09-16,2022-09-17,USD
2451025,1367714,450,2022-09-16,2022-09-16,USD
2451026,1668247,500,2022-09-16,2022-09-16,USD
2451027,1923378,670,2022-09-16,2022-09-16,USD
2452000,447188,999999,2022-09-17,2022-09-19,EUR
2452001,1351614,440,2022-09-17,2022-09-17,USD
2452002,2014548,480,2022-09-17,2022-09-17,USD
2452003,401196,255,2022-09-17,2022-09-17,EUR
2452004,1344237,540,2022-09-17,2022-09-17,USD
2452005,364318,80,2022-09-17,2022-09-17,CAD
2452006,620625,999999,2022-09-17,2022-09-20,EUR
2452007,281749,999999,2022-09-17,2022-09-20,CAD
2452008,1789787,999999,2022-09-17,2022-09-20,USD
2452009,708431,290,2022-09-17,2022-09-17,EUR
2452010,449363,220,2022-09-17,2022-09-17,EUR
2452011,1979181,490,2022-09-17,2022-09-17,USD
2452012,1646447,999999,2022-09-17,2022-09-19,USD
2452013,586356,999999,2022-09-17,2022-09-22,EUR
2452014,2034459,490,2022-09-17,2022-09-17,USD
2452015,1488141,530,2022-09-17,2022-09-17,USD
2452016,1489983,999999,2022-09-17,2022-09-19,USD
2452017,1753886,999999,2022-09-17,2022-09-20,USD
2452018,630488,999999,2022-09-17,2022-09-20,EUR
2452019,645606,999999,2022-09-17,2022-09-20,EUR
2452020,1231804,999999,2022-09-17,2022-09-21,USD
2452021,466259,999999,2022-09-17,2022-09-20,EUR
2452022,1235160,999999,2022-09-17,2022-09-19,USD
2452023,1443829,999999,2022-09-17,2022-09-20,USD
2452024,2044492,999999,2022-09-17,2022-09-22,USD
2452025,1045508,370,2022-09-17,2022-09-17,GBP
2452026,106313,35,2022-09-17,2022-09-17,AUD
2452027,1571004,480,2022-09-17,2022-09-17,USD
2452028,1408115,530,2022-09-17,2022-09-17,USD
2452029,1390742,999999,2022-09-17,2022-09-23,USD
2452030,1604333,540,2022-09-17,2022-09-17,USD
2452031,2029403,490,2022-09-17,2022-09-17,USD
2452032,1970665,999999,2022-09-17,2022-09-18,USD
2452033,312739,90,2022-09-17,2022-09-17,CAD
2452034,2068117,500,2022-09-17,2022-09-17,USD
2452035,1951285,999999,2022-09-17,2022-09-22,USD
2452036,372110,100,2022-09-17,2022-09-17,CAD
2452037,441903,999999,2022-09-17,2022-09-21,EUR
2452038,189445,999999,2022-09-17,2022-09-23,AUD
2452039,1059705,370,2022-09-17,2022-09-17,GBP
2452040,1240436,570,2022-09-17,2022-09-17,USD
2452041,853110,320,2022-09-17,2022-09-17,EUR
2452042,1700173,650,2022-09-17,2022-09-17,USD
2452043,1383094,999999,2022-09-17,2022-09-21,USD
2452044,251580,999999,2022-09-17,2022-09-21,CAD
2452045,1526455,585,2022-09-17,2022-09-17,USD
2452046,2091339,440,2022-09-17,2022-09-17,USD
2452047,1984463,999999,2022-09-17,2022-09-22,USD
2452048,1751352,490,2022-09-17,2022-09-17,USD
2452049,1439366,999999,2022-09-17,2022-09-19,USD
2453000,2029379,540,2022-09-18,2022-09-18,USD
2453001,1593233,585,2022-09-18,2022-09-18,USD
2453002,1347196,999999,2022-09-18,2022-09-19,USD
2453003,982473,400,2022-09-18,2022-09-18,GBP
2453004,1784754,999999,2022-09-18,2022-09-20,USD
2454000,1295455,999999,2022-09-19,2022-09-25,USD
2454001,1273639,500,2022-09-19,2022-09-19,USD
2454002,1843989,530,2022-09-19,2022-09-19,USD
2454003,1589470,570,2022-09-19,2022-09-19,USD
2454004,1039286,999999,2022-09-19,2022-09-23,GBP
2454005,1629528,999999,2022-09-19,2022-09-22,USD
2454006,301820,999999,2022-09-19,2022-09-21,CAD
2454007,2089611,540,2022-09-19,2022-09-19,USD
2454008,185993,10,2022-09-19,2022-09-19,AUD
2454009,1992999,999999,2022-09-19,2022-09-22,USD
2454010,575345,255,2022-09-19,2022-09-19,EUR
2454011,1968036,470,2022-09-19,2022-09-19,USD
2454012,1205104,650,2022-09-19,2022-09-19,USD
2454013,1762373,605,2022-09-19,2022-09-19,USD
2454014,1134288,999999,2022-09-19,2022-09-22,GBP
2454015,1481145,999999,2022-09-19,2022-09-26,USD
2454016,984518,999999,2022-09-19,2022-09-22,GBP
2454017,2033269,999999,2022-09-19,2022-09-21,USD
2454018,1993137,999999,2022-09-19,2022-09-23,USD
2454019,2027213,430,2022-09-19,2022-09-19,USD
2454020,1791069,999999,2022-09-19,2022-09-21,USD
2454021,894576,330,2022-09-19,2022-09-19,EUR
2454022,200115,999999,2022-09-19,2022-09-23,CAD
2455000,1184920,400,2022-09-20,2022-09-20,GBP
2455001,230241,80,2022-09-20,2022-09-20,CAD
2455002,1134196,390,2022-09-20,2022-09-20,GBP
2455003,1210505,999999,2022-09-20,2022-09-22,USD
2455004,1637183,610,2022-09-20,2022-09-20,USD
2455005,1951890,570,2022-09-20,2022-09-20,USD
2455006,1657575,470,2022-09-20,2022-09-20,USD
2455007,2065662,585,2022-09-20,2022-09-20,USD
2455008,548331,999999,2022-09-20,2022-09-22,EUR
2455009,1180437,400,2022-09-20,2022-09-20,GBP
2455010,1873938,570,2022-09-20,2022-09-20,USD
2455011,547219,220,2022-09-20,2022-09-20,EUR
2455012,1932593,999999,2022-09-20,2022-09-22,USD
2455013,533192,270,2022-09-20,2022-09-20,EUR
2455014,848093,999999,2022-09-20,2022-09-24,EUR
2455015,1318492,999999,2022-09-20,2022-09-21,USD
2455016,1561475,490,2022-09-20,2022-09-20,USD
2455017,1233589,450,2022-09-20,2022-09-20,USD
2455018,1882104,440,2022-09-20,2022-09-20,USD
2455019,1645039,500,2022-09-20,2022-09-20,USD
2455020,1358083,650,2022-09-20,2022-09-20,USD
2455021,2071498,480,2022-09-20,2022-09-20,USD
2455022,181878,35,2022-09-20,2022-09-20,AUD
2455023,898334,999999,2022-09-20,2022-09-26,EUR
2455024,715261,300,2022-09-20,2022-09-20,EUR
2455025,493863,999999,2022-09-20,2022-09-22,EUR
2455026,1187358,420,2022-09-20,2022-09-20,GBP
2455027,2065616,560,2022-09-20,2022-09-20,USD
2456000,133219,50,2022-09-21,2022-09-21,AUD
2456001,299912,80,2022-09-21,2022-09-21,CAD
2456002,1487567,999999,2022-09-21,2022-09-23,USD
2456003,976527,400,2022-09-21,2022-09-21,GBP
2456004,1753762,999999,2022-09-21,2022-09-22,USD
2456005,1159637,420,2022-09-21,2022-09-21,GBP
2456006,1324831,999999,2022-09-21,2022-09-23,USD
2456007,443025,210,2022-09-21,2022-09-21,EUR
2456008,1625006,540,2022-09-21,2022-09-21,USD
2456009,2012784,999999,2022-09-21,2022-09-23,USD
2456010,938472,370,2022-09-21,2022-09-21,GBP
2456011,1274625,999999,2022-09-21,2022-09-23,USD
2456012,169888,50,2022-09-21,2022-09-21,AUD
2456013,597326,999999,2022-09-21,2022-09-22,EUR
2456014,826569,310,2022-09-21,2022-09-21,EUR
2456015,1310717,510,2022-09-21,2022-09-21,USD
2456016,1196168,390,2022-09-21,2022-09-21,GBP
2456017,2053978,999999,2022-09-21,2022-09-24,USD
2456018,1921637,999999,2022-09-21,2022-09-24,USD
2456019,686063,140,2022-09-21,2022-09-21,EUR
2456020,1825819,660,2022-09-21,2022-09-21,USD
2456021,309880,100,2022-09-21,2022-09-21,CAD
2456022,1966310,510,2022-09-21,2022-09-21,USD
2456023,1638348,999999,2022-09-21,2022-09-23,USD
2456024,111037,35,2022-09-21,2022-09-21,AUD
2456025,1343845,999999,2022-09-21,2022-09-23,USD
2456026,1231003,999999,2022-09-21,2022-09-24,USD
2456027,660512,150,2022-09-21,2022-09-21,EUR
2456028,487283,255,2022-09-21,2022-09-21,EUR
2456029,1740637,999999,2022-09-21,2022-09-24,USD
2456030,695648,999999,2022-09-21,2022-09-26,EUR
2456031,1909117,999999,2022-09-21,2022-09-26,USD
2456032,730713,290,2022-09-21,2022-09-21,EUR
2456033,1954940,999999,2022-09-21,2022-09-27,USD
2456034,1317371,999999,2022-09-21,2022-09-24,USD
2456035,222589,90,2022-09-21,2022-09-21,CAD
2456036,164511,60,2022-09-21,2022-09-21,AUD
2456037,1379074,999999,2022-09-21,2022-09-24,USD
2457000,1699521,550,2022-09-22,2022-09-22,USD
2457001,1621032,999999,2022-09-22,2022-09-25,USD
2457002,1640299,570,2022-09-22,2022-09-22,USD
2457003,935268,360,2022-09-22,2022-09-22,GBP
2457004,894580,340,2022-09-22,2022-09-22,EUR
2457005,85464,999999,2022-09-22,2022-09-28,AUD
2457006,673886,999999,2022-09-22,2022-09-26,EUR
2457007,747524,290,2022-09-22,2022-09-22,EUR
2457008,599432,270,2022-09-22,2022-09-22,EUR
2457009,1714370,670,2022-09-22,2022-09-22,USD
2457010,1407539,999999,2022-09-22,2022-09-26,USD
2457011,485194,999999,2022-09-22,2022-09-23,EUR
2457012,409502,999999,2022-09-22,2022-09-28,EUR
2457013,101480,999999,2022-09-22,2022-09-25,AUD
2457014,1406181,999999,2022-09-22,2022-09-26,USD
2457015,2019590,480,2022-09-22,2022-09-22,USD
2457016,885794,999999,2022-09-22,2022-09-26,EUR
2457017,1363239,490,2022-09-22,2022-09-22,USD
2457018,638010,160,2022-09-22,2022-09-22,EUR
2457019,1781155,999999,2022-09-22,2022-09-26,USD
2457020,227580,90,2022-09-22,2022-09-22,CAD
2457021,2073072,510,2022-09-22,2022-09-22,USD
2457022,1912317,999999,2022-09-22,2022-09-27,USD
2457023,1515625,660,2022-09-22,2022-09-22,USD
2457024,455758,999999,2022-09-22,2022-09-25,EUR
2457025,1367753,999999,2022-09-22,2022-09-25,USD
2457026,1609387,590,2022-09-22,2022-09-22,USD
2457027,1355667,560,2022-09-22,2022-09-22,USD
2457028,442061,999999,2022-09-22,2022-09-25,EUR
2457029,1419857,440,2022-09-22,2022-09-22,USD
2457030,1338317,605,2022-09-22,2022-09-22,USD
2457031,518883,240,2022-09-22,2022-09-22,EUR
2457032,1530822,450,2022-09-22,2022-09-22,USD
2457033,1605363,999999,2022-09-22,2022-09-27,USD
2457034,330622,100,2022-09-22,2022-09-22,CAD
2457035,1434241,670,2022-09-22,2022-09-22,USD
2457036,2065636,500,2022-09-22,2022-09-22,USD
2457037,1303414,999999,2022-09-22,2022-09-25,USD
2457038,501087,999999,2022-09-22,2022-09-23,EUR
2458000,821589,320,2022-09-23,2022-09-23,EUR
2458001,909493,400,2022-09-23,2022-09-23,GBP
2458002,1344504,660,2022-09-23,2022-09-23,USD
2458003,1072562,999999,2022-09-23,2022-09-26,GBP
2458004,1762690,585,2022-09-23,2022-09-23,USD
2458005,1626717,540,2022-09-23,2022-09-23,USD
2458006,1879599,490,2022-09-23,2022-09-23,USD
2458007,678887,999999,2022-09-23,2022-09-26,EUR
2458008,562048,210,2022-09-23,2022-09-23,EUR
2458009,861996,320,2022-09-23,2022-09-23,EUR
2458010,132793,999999,2022-09-23,2022-09-25,AUD
2458011,417611,210,2022-09-23,2022-09-23,EUR
2458012,1329153,999999,2022-09-23,2022-09-25,USD
2458013,1017257,370,2022-09-23,2022-09-23,GBP
2458014,1312692,999999,2022-09-23,2022-09-26,USD
2458015,1208138,999999,2022-09-23,2022-09-25,USD
2458016,2072308,999999,2022-09-23,2022-09-26,USD
2458017,1084339,400,2022-09-23,2022-09-23,GBP
2458018,1116309,390,2022-09-23,2022-09-23,GBP
2458019,1748250,999999,2022-09-23,2022-09-26,USD
2458020,1339222,999999,2022-09-23,2022-09-26,USD
2458021,1591657,440,2022-09-23,2022-09-23,USD
2458022,178423,40,2022-09-23,2022-09-23,AUD
2458023,1413508,620,2022-09-23,2022-09-23,USD
2458024,2078944,550,2022-09-23,2022-09-23,USD
2458025,487175,220,2022-09-23,2022-09-23,EUR
2458026,270217,90,2022-09-23,2022-09-23,CAD
2458027,1912622,570,2022-09-23,2022-09-23,USD
2458028,691946,140,2022-09-23,2022-09-23,EUR
2458029,2022976,999999,2022-09-23,2022-09-26,USD
2459000,240811,999999,2022-09-24,2022-09-26,CAD
2459001,2073610,470,2022-09-24,2022-09-24,USD
2459002,468283,999999,2022-09-24,2022-09-26,EUR
2459003,203245,999999,2022-09-24,2022-09-26,CAD
2459004,423161,255,2022-09-24,2022-09-24,EUR
2459005,878772,999999,2022-09-24,2022-09-25,EUR
2459006,1583276,999999,2022-09-24,2022-09-27,USD
2459007,807113,330,2022-09-24,2022-09-24,EUR
2459008,1547648,450,2022-09-24,2022-09-24,USD
2459009,1494702,510,2022-09-24,2022-09-24,USD
2459010,1693626,440,2022-09-24,2022-09-24,USD
2459011,958635,999999,2022-09-24,2022-09-27,GBP
2459012,1334197,999999,2022-09-24,2022-09-27,USD
2459013,612091,180,2022-09-24,2022-09-24,EUR
2459014,1326013,610,2022-09-24,2022-09-24,USD
2459015,1502212,999999,2022-09-24,2022-09-27,USD
2459016,470655,230,2022-09-24,2022-09-24,EUR
2459017,1318766,550,2022-09-24,2022-09-24,USD
